gender,subCategory,articleType,baseColour,season,usage
women,topwear,tops,grey,winter,casual
men,topwear,shirts,lavender,summer,casual
men,topwear,jackets,olive,winter,casual
girls,dress,dresses,pink,fall,casual
women,bottomwear,jeans,purple,summer,casual
men,bottomwear,tights,black,summer,sports
women,topwear,sweatshirts,black,summer,casual
women,bottomwear,trousers,green,winter,casual
women,dress,jumpsuit,pink,summer,casual
men,topwear,shirts,navy blue,spring,casual
boys,apparel set,kurta sets,green,summer,ethnic
men,bottomwear,shorts,grey,spring,casual
women,innerwear,bra,red,spring,casual
women,topwear,tops,pink,summer,ethnic
women,bottomwear,trousers,tan,summer,casual
women,saree,sarees,magenta,summer,ethnic
girls,bottomwear,salwar,orange,summer,ethnic
men,innerwear,trunk,charcoal,winter,casual
women,topwear,kurtis,beige,fall,ethnic
women,loungewear and nightwear,lounge pants,purple,summer,casual
women,loungewear and nightwear,bath robe,cream,winter,casual
women,dress,dresses,magenta,summer,party
women,innerwear,briefs,navy blue,winter,casual
boys,topwear,kurtas,green,summer,ethnic
men,bottomwear,track pants,yellow,summer,sports
women,topwear,tops,green,fall,ethnic
women,topwear,sweaters,blue,winter,casual
girls,topwear,lehenga choli,blue,summer,ethnic
boys,topwear,waistcoat,grey,summer,casual
boys,bottomwear,trousers,black,fall,casual
women,topwear,tunics,magenta,fall,casual
women,bottomwear,shorts,olive,fall,casual
women,loungewear and nightwear,nightdress,orange,winter,casual
men,loungewear and nightwear,lounge shorts,white,summer,casual
women,bottomwear,skirts,brown,summer,casual
boys,topwear,tshirts,maroon,fall,casual
women,bottomwear,salwar,purple,fall,ethnic
women,topwear,tops,brown,winter,casual
men,topwear,jackets,red,winter,casual
women,bottomwear,patiala,black,fall,ethnic
women,bottomwear,trousers,beige,summer,ethnic
women,dress,dresses,purple,fall,party
men,loungewear and nightwear,shorts,black,winter,sports
men,topwear,sweaters,grey,summer,casual
women,innerwear,bra,peach,fall,casual
women,bottomwear,trousers,green,summer,ethnic
men,bottomwear,track pants,charcoal,summer,casual
unisex,topwear,rain jacket,black,summer,casual
men,bottomwear,shorts,charcoal,winter,sports
men,topwear,kurtas,yellow,summer,ethnic
women,bottomwear,leggings,navy blue,fall,casual
girls,topwear,shirts,blue,summer,casual
women,innerwear,bra,white,fall,sports
women,bottomwear,patiala,rust,summer,ethnic
men,topwear,shirts,beige,fall,formal
girls,socks,booties,green,summer,casual
men,bottomwear,track pants,off white,summer,sports
women,topwear,dupatta,maroon,summer,ethnic
women,innerwear,bra,off white,summer,casual
men,topwear,tshirts,brown,summer,sports
women,bottomwear,track pants,pink,fall,casual
men,bottomwear,trousers,white,summer,casual
men,topwear,shirts,olive,fall,formal
men,topwear,shirts,blue,spring,casual
women,bottomwear,skirts,charcoal,summer,casual
men,topwear,jackets,yellow,summer,casual
women,bottomwear,tights,black,summer,casual
women,bottomwear,skirts,grey,summer,ethnic
men,topwear,shirts,maroon,winter,formal
women,bottomwear,skirts,beige,fall,casual
girls,topwear,tops,yellow,fall,casual
women,topwear,tops,orange,fall,sports
women,bottomwear,skirts,multi,summer,casual
men,bottomwear,track pants,navy blue,winter,sports
men,loungewear and nightwear,lounge shorts,grey melange,summer,sports
women,bottomwear,trousers,grey,summer,casual
women,topwear,sweaters,mauve,fall,casual
women,topwear,tunics,brown,fall,ethnic
women,topwear,sweatshirts,magenta,fall,casual
men,bottomwear,tracksuits,navy blue,fall,casual
women,topwear,kurtis,maroon,summer,ethnic
boys,topwear,tshirts,black,fall,sports
women,topwear,kurtis,navy blue,summer,ethnic
women,bottomwear,leggings,brown,winter,casual
men,bottomwear,jeans,navy blue,spring,casual
women,bottomwear,churidar,white,fall,ethnic
men,loungewear and nightwear,lounge pants,white,summer,casual
men,topwear,tshirts,orange,spring,casual
women,topwear,tops,yellow,winter,casual
men,loungewear and nightwear,lounge pants,black,fall,casual
women,saree,sarees,teal,summer,ethnic
women,bottomwear,leggings,maroon,winter,casual
girls,bottomwear,capris,purple,fall,casual
women,bottomwear,shorts,sea green,summer,casual
men,topwear,shirts,charcoal,fall,casual
women,bottomwear,patiala,maroon,fall,ethnic
unisex,topwear,tshirts,blue,fall,sports
women,topwear,sweatshirts,brown,fall,casual
women,dress,dresses,red,winter,casual
women,bottomwear,swimwear,black,summer,casual
boys,bottomwear,trousers,blue,summer,casual
men,topwear,sweatshirts,maroon,fall,sports
women,topwear,jackets,red,summer,sports
women,loungewear and nightwear,lounge pants,blue,summer,ethnic
women,bottomwear,trousers,charcoal,summer,casual
men,topwear,shirts,khaki,summer,casual
men,innerwear,trunk,red,winter,casual
women,dress,dresses,beige,winter,casual
women,bottomwear,shorts,yellow,summer,sports
men,topwear,kurtas,white,winter,ethnic
men,innerwear,innerwear vests,grey,winter,casual
men,bottomwear,track pants,brown,fall,casual
women,loungewear and nightwear,lounge shorts,black,winter,casual
men,topwear,rain jacket,blue,fall,casual
women,topwear,tops,black,summer,ethnic
women,topwear,shirts,brown,fall,casual
men,topwear,jackets,yellow,summer,sports
girls,bottomwear,shorts,beige,fall,casual
women,apparel set,kurta sets,off white,summer,ethnic
women,topwear,tshirts,cream,winter,casual
men,topwear,tshirts,yellow,winter,casual
boys,topwear,tshirts,purple,summer,casual
women,topwear,shirts,white,winter,casual
men,topwear,tshirts,purple,winter,casual
women,bottomwear,leggings,maroon,fall,casual
women,dress,jumpsuit,peach,summer,casual
women,topwear,tshirts,multi,fall,casual
women,loungewear and nightwear,lounge shorts,brown,summer,casual
men,topwear,tshirts,cream,winter,casual
women,topwear,tops,mustard,summer,ethnic
boys,topwear,tshirts,grey melange,summer,casual
men,topwear,rain jacket,black,fall,casual
women,bottomwear,stockings,black,spring,casual
women,topwear,tops,grey,fall,sports
men,bottomwear,trousers,brown,spring,formal
men,topwear,sweatshirts,navy blue,fall,sports
men,bottomwear,trousers,charcoal,winter,casual
men,topwear,sweatshirts,charcoal,fall,casual
men,topwear,jackets,maroon,fall,sports
women,bottomwear,patiala,multi,summer,ethnic
women,bottomwear,skirts,purple,summer,casual
women,topwear,tunics,black,summer,ethnic
women,dress,dresses,peach,fall,casual
men,innerwear,briefs,charcoal,fall,casual
women,topwear,shirts,green,fall,casual
women,topwear,tshirts,charcoal,fall,casual
women,topwear,dupatta,green,winter,ethnic
unisex,bottomwear,track pants,black,fall,sports
girls,bottomwear,capris,yellow,summer,casual
men,bottomwear,churidar,beige,summer,ethnic
women,bottomwear,stockings,purple,summer,casual
girls,dress,dresses,magenta,fall,casual
men,topwear,waistcoat,brown,fall,casual
men,topwear,jackets,beige,fall,casual
boys,topwear,tshirts,orange,spring,casual
boys,bottomwear,shorts,red,summer,casual
men,topwear,jackets,green,summer,sports
men,bottomwear,shorts,yellow,summer,casual
men,topwear,sweatshirts,cream,fall,casual
men,topwear,sweaters,off white,winter,casual
girls,bottomwear,shorts,pink,winter,casual
men,innerwear,briefs,orange,summer,casual
women,topwear,tunics,blue,fall,ethnic
women,topwear,sweatshirts,magenta,summer,casual
women,bottomwear,salwar,mustard,summer,ethnic
men,topwear,shirts,pink,winter,casual
men,bottomwear,trousers,khaki,fall,formal
women,bottomwear,jeans,turquoise blue,summer,casual
men,topwear,shirts,magenta,summer,casual
men,bottomwear,trousers,blue,summer,formal
women,bottomwear,patiala,orange,summer,ethnic
women,topwear,sweatshirts,off white,fall,casual
women,topwear,tops,blue,winter,casual
men,topwear,shirts,white,summer,ethnic
men,loungewear and nightwear,lounge pants,charcoal,fall,sports
women,dress,dresses,cream,winter,casual
women,bottomwear,swimwear,pink,summer,casual
women,topwear,shirts,white,fall,formal
women,topwear,tops,mauve,summer,casual
men,topwear,jackets,green,summer,casual
men,topwear,kurtis,black,fall,ethnic
men,topwear,shirts,white,summer,smart casual
women,saree,sarees,lavender,fall,ethnic
men,bottomwear,shorts,red,summer,sports
women,bottomwear,leggings,navy blue,winter,casual
unisex,topwear,sweatshirts,grey,fall,sports
men,topwear,tshirts,purple,spring,casual
men,topwear,kurtas,brown,summer,ethnic
boys,topwear,tshirts,yellow,fall,sports
women,bottomwear,tights,navy blue,summer,casual
men,topwear,tshirts,white,spring,sports
men,topwear,jackets,purple,fall,sports
women,topwear,jackets,cream,fall,casual
women,topwear,tops,black,summer,sports
men,bottomwear,churidar,off white,summer,ethnic
boys,bottomwear,leggings,white,summer,casual
men,bottomwear,trousers,cream,summer,formal
women,topwear,sweatshirts,navy blue,fall,casual
women,bottomwear,capris,purple,summer,sports
women,bottomwear,skirts,purple,summer,ethnic
women,innerwear,briefs,gold,winter,casual
women,bottomwear,shorts,orange,summer,casual
women,bottomwear,capris,purple,summer,casual
men,topwear,rain jacket,olive,summer,casual
women,saree,sarees,olive,summer,ethnic
men,bottomwear,trousers,cream,fall,casual
girls,bottomwear,skirts,black,fall,casual
women,innerwear,briefs,off white,winter,casual
men,bottomwear,track pants,white,summer,sports
women,innerwear,bra,white,spring,casual
women,loungewear and nightwear,lounge shorts,pink,summer,casual
men,topwear,tshirts,turquoise blue,fall,casual
men,topwear,rain jacket,brown,summer,casual
women,topwear,tshirts,mustard,summer,casual
women,bottomwear,leggings,mustard,fall,casual
women,topwear,shirts,white,summer,smart casual
men,bottomwear,tracksuits,white,fall,sports
boys,bottomwear,shorts,yellow,summer,casual
women,bottomwear,skirts,cream,summer,casual
women,dress,jumpsuit,teal,summer,casual
women,loungewear and nightwear,lounge shorts,maroon,winter,casual
boys,apparel set,clothing set,white,summer,casual
women,innerwear,briefs,multi,summer,casual
women,loungewear and nightwear,lounge pants,white,winter,casual
women,bottomwear,skirts,navy blue,summer,formal
women,topwear,kurtis,peach,summer,ethnic
women,bottomwear,track pants,blue,fall,casual
women,loungewear and nightwear,baby dolls,black,summer,casual
men,topwear,tshirts,khaki,fall,casual
women,topwear,tops,white,summer,formal
men,topwear,kurtas,navy blue,summer,ethnic
men,bottomwear,track pants,brown,fall,sports
women,bottomwear,capris,grey melange,summer,casual
men,topwear,shirts,rust,summer,casual
men,topwear,tshirts,pink,winter,casual
women,bottomwear,capris,beige,summer,casual
women,loungewear and nightwear,bath robe,red,winter,casual
men,topwear,suits,red,winter,casual
women,topwear,jackets,black,summer,sports
women,dress,dresses,navy blue,summer,formal
women,topwear,tops,nude,fall,casual
boys,topwear,shirts,white,fall,casual
men,topwear,suspenders,cream,summer,formal
girls,bottomwear,capris,blue,fall,casual
boys,bottomwear,trousers,khaki,summer,casual
boys,topwear,tshirts,blue,fall,sports
men,topwear,tshirts,pink,summer,sports
women,topwear,sweaters,blue,summer,casual
men,topwear,tshirts,tan,fall,casual
unisex,topwear,tshirts,brown,fall,casual
women,topwear,shrug,beige,summer,casual
women,topwear,tops,charcoal,summer,casual
men,topwear,shirts,grey melange,fall,smart casual
women,innerwear,briefs,cream,winter,casual
women,topwear,sweaters,yellow,summer,casual
men,innerwear,briefs,purple,summer,casual
boys,bottomwear,shorts,green,fall,casual
women,apparel set,kurta sets,mustard,fall,ethnic
women,topwear,sweatshirts,purple,fall,sports
women,apparel set,kurta sets,multi,fall,ethnic
men,bottomwear,track pants,beige,summer,casual
women,topwear,lehenga choli,red,fall,ethnic
men,bottomwear,shorts,brown,summer,sports
men,topwear,suspenders,maroon,summer,formal
women,apparel set,kurta sets,navy blue,fall,ethnic
girls,dress,dresses,red,summer,casual
women,loungewear and nightwear,nightdress,taupe,summer,casual
women,innerwear,camisoles,burgundy,winter,casual
women,topwear,sweatshirts,navy blue,fall,sports
women,bottomwear,tights,multi,summer,casual
men,topwear,shirts,black,winter,casual
women,innerwear,briefs,charcoal,summer,casual
boys,topwear,shirts,navy blue,fall,casual
men,bottomwear,tracksuits,charcoal,fall,sports
men,bottomwear,track pants,off white,fall,sports
men,topwear,tshirts,pink,fall,sports
men,topwear,shirts,red,winter,casual
women,dress,dresses,maroon,fall,casual
women,bottomwear,trousers,navy blue,winter,formal
women,topwear,shrug,maroon,fall,casual
women,topwear,tshirts,grey,fall,formal
women,loungewear and nightwear,bath robe,navy blue,winter,casual
women,innerwear,bra,grey melange,summer,casual
women,topwear,jackets,navy blue,summer,casual
women,bottomwear,leggings,mustard,summer,ethnic
women,topwear,shrug,grey,fall,casual
women,topwear,tops,black,winter,sports
women,bottomwear,leggings,maroon,summer,ethnic
women,bottomwear,track pants,red,fall,sports
boys,topwear,tshirts,beige,summer,casual
women,innerwear,bra,brown,winter,casual
girls,bottomwear,shorts,purple,fall,casual
women,bottomwear,stockings,nude,fall,casual
women,topwear,kurtis,beige,summer,casual
girls,bottomwear,jeans,grey,summer,casual
men,topwear,tops,white,summer,casual
women,bottomwear,churidar,grey,summer,ethnic
women,bottomwear,capris,black,summer,ethnic
men,topwear,tshirts,lavender,fall,casual
women,topwear,kurtas,black,winter,ethnic
women,loungewear and nightwear,nightdress,magenta,winter,casual
women,topwear,tunics,gold,fall,casual
women,loungewear and nightwear,robe,pink,summer,casual
women,topwear,tshirts,orange,fall,sports
women,topwear,kurtas,black,summer,casual
men,bottomwear,shorts,blue,spring,casual
women,topwear,tops,pink,winter,sports
women,bottomwear,leggings,charcoal,fall,casual
women,topwear,shirts,maroon,summer,casual
women,topwear,tshirts,navy blue,winter,casual
women,bottomwear,shorts,cream,summer,casual
women,loungewear and nightwear,nightdress,beige,summer,casual
women,apparel set,kurta sets,grey,fall,ethnic
women,topwear,shirts,purple,fall,formal
women,topwear,tops,mustard,summer,casual
men,topwear,suspenders,navy blue,summer,formal
men,topwear,shirts,navy blue,winter,formal
women,topwear,lehenga choli,brown,fall,ethnic
women,apparel set,kurta sets,brown,summer,ethnic
men,topwear,sweaters,red,summer,casual
women,bottomwear,trousers,grey,fall,formal
women,apparel set,kurta sets,beige,summer,ethnic
men,topwear,shirts,multi,winter,casual
girls,topwear,tops,teal,summer,casual
women,topwear,tops,pink,fall,ethnic
women,topwear,shirts,blue,fall,formal
women,topwear,tops,maroon,fall,ethnic
men,topwear,blazers,brown,summer,formal
unisex,topwear,tshirts,yellow,summer,casual
boys,topwear,tshirts,purple,fall,sports
men,bottomwear,shorts,white,spring,sports
